filename,exists,size_bytes,english_variant,english_variant_exists,japanese_variant,japanese_variant_exists,status,english_ocr_sample
appendix-resource-selection-funnel-ja.webp,True,160444,appendix-resource-selection-funnel-ja-en.webp,False,appendix-resource-selection-funnel-ja.webp,True,localized_variant,"rs + RN a YY—AZAEZVDIPAIL EROAMEBEL, BDESGCZEIARARERT © srzsonneEs Ba CQ an -@ @ veowave SBRHB. 19HETS L>] ~ Be SQO191*< EOE Be AR. ¢ 4. er we 8 TEMES g ial ( a t-mavaave [<>] r= | q-k “exo Ht > et o mo ——ar - = @ 1acvias & Joy27b a ‘2 @ sa"
appendix-troubleshooting-rescue-map-en.webp,True,489520,appendix-troubleshooting-rescue-map-en.webp,True,appendix-troubleshooting-rescue-map-en-ja.webp,False,localized_variant,j [ | Al LEARNING STUCK POINTS k ' . ESHOOTING RESCUE MAP *& — - ae WO Ericoment |. (2 ys. Depen ioe rae You're not stuck. _ im le | ¥ pe ¥ 4 eet re >= > xy Output | << ae \ oa @ Ae : ty at ile - s — Pt oa ~ eZ —<—= - m” o? Ea — nA - React
appendix-troubleshooting-rescue-map-ja.webp,True,367618,appendix-troubleshooting-rescue-map-ja-en.webp,False,appendix-troubleshooting-rescue-map-ja.webp,True,localized_variant,"cy oy ~ A (ha. — XY YY. Moke sik, COPSEY HERDS! = 1) al 7) NSCBULT, EFDA. DEF SIS. MROVIY, HRECGWBEBNIL, FcHMcEHET! . = | yah: - O mike @3-koaHn 3 WRLEUEB | a Evb ies : evk +MREDELLS — tvk -SBReREs ; conda / venv / pip-tools > a anit 2 RAOK"
appendix-visual-enhancement-kanban-en.webp,True,222406,appendix-visual-enhancement-kanban-en.webp,True,appendix-visual-enhancement-kanban-en-ja.webp,False,localized_variant,"° Course images should be generated Purpose b understandin cost riorit Every image should help learners y g p 'y- grasp concepts, structure, and @ Support understanding. Not just decoration. realiworldicontext: P1 Core Concepts & P2 Math, C"
appendix-visual-enhancement-kanban-ja.webp,True,242628,appendix-visual-enhancement-kanban-ja-en.webp,False,appendix-visual-enhancement-kanban-ja.webp,True,localized_variant,"A-AGRSBRIAAZKBATERTS om 2 o” agazhoRM =< BRCHETS Ea Bat B+ ERIC T SBREBANICERL. FBAROAME TITS oN ‘@. ee ee = a £mk7-770- @ Po *-L5 @ Pi womac7ovs7 Mam If) Poxe-s-rommtcesnae | GP P3 ROME ] ERAIUTb e e e e + 7oy7k cme LE MEI sete, BROABE if "
bert-gpt-t5-comparison-en.webp,True,182288,bert-gpt-t5-comparison-en.webp,True,bert-gpt-t5-comparison-en-ja.webp,False,localized_variant,"e BERT, GPT, and T5: Differences 9 9 : Three popular pretraining models with different goals and strengths. Bidirectional Understanding Left-to-Right Generation Text-to-Text Looks at context from both Generates text by predicting the Unifie"
bert-gpt-t5-comparison-ja.webp,True,208054,bert-gpt-t5-comparison-ja-en.webp,False,bert-gpt-t5-comparison-ja.webp,True,localized_variant,"> BERT, GPT, T5 O32 “ ie . : QDizls «< ZIORRHNBSBETIVORBAEPSL< HR WAAC SCA FE BB BID SII Rei Text-to-Text CH#— FACOSATEATSHICIER 1——™ ——s~ TOO AR (Fea) Hd (F42b) oof « GQ cv sa -- ho Se wy 12 | = SN EFI COh-FYORBRE RICKSb-BVE 7 © Bi © SZ Ai"
bert-masked-language-model-en.webp,True,180374,bert-masked-language-model-en.webp,True,bert-masked-language-model-en-ja.webp,False,localized_variant,Masked Language Model BERT uses both left and right context to predict the masked token(s). Left Context Right Context Tokens on the left nny rn Tokens on the right provide context. provide context. Cas | Jem J aie J = [s(t JC] fs) (5 t t t
bert-masked-language-model-ja.webp,True,194598,bert-masked-language-model-ja-en.webp,False,bert-masked-language-model-ja.webp,True,localized_variant,"VAVEBETIW AZT Bia (Masked Language Model) MAO—BK-FY* [MASK] Chal, HK (AMCHMOMA) DSTOhK-PVEFHISFRBIZI EMO cH AO SCHK (PAID S MBS) (PAIOK HICH SRLS) hath ce BERT 4 h}-7 VORB a ee eee Vaan aks asta a otaarateas inet we Pedic NLEKORME LH Lite |"
bias-variance-tradeoff-en.webp,True,185396,bias-variance-tradeoff-en.webp,True,bias-variance-tradeoff-en-ja.webp,False,localized_variant,"Bias-Variance Tradeoff: Underfitting, Just Right, Overfitting LL 1) Underfitting 2) Just Right 3) Overfitting @ Data @ Data @ Data — Model (too simple) — Model (just right) — Model (too complex) e e iss a ar ee 3 exe Se, 3 ° . Gj fe bs 3 ° "
bias-variance-tradeoff-ja.webp,True,177760,bias-variance-tradeoff-ja-en.webp,False,bias-variance-tradeoff-ja.webp,True,localized_variant,a\) BaTsS BsERu BHI ES y y y 7 JARET e . e One 5 e a e SB ose nem - e = cee! e oNexe. 4 e e eNe ete? e ar 5° ae n° eX 7 |. e Pa ad Se ° e i e e ener” eo °e fe e e aA? e e le e ee ° e x x x mvs arty | BtSERw FB BNTTA RIBBINDYA BNUPYA F—F OMI
bio-ner-recovery-en.webp,True,95056,bio-ner-recovery-en.webp,True,bio-ner-recovery-en-ja.webp,False,localized_variant,"BIO to Entity Recovery BIO tagging labels each token. Adjacent B/I tags (8 | crac F ; , A 7 | ri ) Be meraeciorecorenamedientticn Bo Beginning of entity I Inside entity O Outside entity (3 Tokens John lives in New York and works at OpenAl i"
bio-ner-recovery-ja.webp,True,167418,bio-ner-recovery-ja-en.webp,False,bio-ner-recovery-ja.webp,True,localized_variant,so ey v4 i BIOZFTPDSRAZEIL h—DYEBIORY GASSED THIET EKLOLG—H ll 2 3) 4 5} 6 7 8 ) —— oa pal A ABB 1-2 manele | FH == IF fi a# |B | B: RKOMI TORAOBMOK—-IY = Hh AR RRAY | FR rt | 1: RAORB WHORAOMeOK-7y x ihe O oO: EORBICERBSBWK-ZY TA 7-7 nilag
bow-tfidf-representation-en.webp,True,208416,bow-tfidf-representation-en.webp,True,bow-tfidf-representation-en-ja.webp,False,localized_variant,From Text to Vectors: BoW and TF-IDF ea Vocabulary Bag of Words (BoW) TF-IDF Text Samples a (Unique Terms) Term Frequency (Counts) Term Frequency-Inverse Document Frequency (1) 1) (2) (3) (4) TF-IDF downweights common words that appear T lo
bow-tfidf-representation-ja.webp,True,186508,bow-tfidf-representation-ja-en.webp,False,bow-tfidf-representation-ja.webp,True,localized_variant,- = BoW & TF-IDF (ckO74+ Ah RH a ee ey - 2h s FER (KE) sor uses BoW (#i8#®) TF-IDF TRTORB ORS EXE TORO “RGR (count) BORER (BA) EFHLK 2 EXDEENTHVICLE RR RI WRB Sale BCT BRK [No] #8 G5) ae ~~ 1} sea - Het eel 0 fo anes = l4l_o | =» EZ EZEIrD
ch01-ai-workstation-comic-en.webp,True,521192,ch01-ai-workstation-comic-en.webp,True,ch01-ai-workstation-comic-en-ja.webp,False,localized_variant,"e e oe ° Chapter 1: Build Your Al Learning Workstation = “ TEA pee Maybe Al is Es Terminal: repeatable commands. _— not the problem. 2 eae My setup keeps ? | ess) rT breaking. g_° EY, ; ° Pa , Oi) Python? aS, SS @) Jo tec) [Oo path? | pf ee"
ch01-ai-workstation-comic-ja.webp,True,353518,ch01-ai-workstation-comic-ja-en.webp,False,ch01-ai-workstation-comic-ja.webp,True,localized_variant,"i ee a BIZ: Al FRBEREEES Bt AL aE Lac, B [5-250 aacesee. @ ROT CNS. Sr AI = SI) ean eoe 4 ERROR el: Bed tei $ pip list | head L iL = ai-learning-lab $ pip list | hea fl tae !/ (i s> | Rader Version on LISS, | — ne & > 7a) A = ’ A= = >| x—a "
ch01-cli-automation-workflow-en.webp,True,593774,ch01-cli-automation-workflow-en.webp,True,ch01-cli-automation-workflow-en-ja.webp,False,localized_variant,"© Command Line Minimal Automation Loop Enter a folder, run a command, read output, fix the next step. current folder pwd | TN. Lag Fd] els where /home/you/projects S. i you are 1g Rit aes ne (5 notes he eee Ets | pane wet | (E): seripts : *"
ch01-cli-automation-workflow-ja.webp,True,780650,ch01-cli-automation-workflow-ja-en.webp,False,ch01-cli-automation-workflow-ja.webp,True,localized_variant,"YES4 RB SMbIL-7 AQWEFAY RB EAEIL-7 Se ee Le a ee ee FAWTIEAY, RITL, HAR REET. @ REIN B pwd T ee ee @ > Bvaimne Pie £FAN3I0 8. © > Picheine [ff DE oS M, i) RUTH. RE FAP 4109 is oe mkdir ai-cli-practice MEoTAYRE (| ope noren vers, Wee | a ee "
ch01-git-branch-collaboration-en.webp,True,223552,ch01-git-branch-collaboration-en.webp,True,ch01-git-branch-collaboration-en-ja.webp,False,localized_variant,Branches let multiple people collaborate + * ithout interferi ith each oth without interfering with each other. @ Branching lets everyone work on their own changes safely and merge them back when ready. Pull latest Create feature Commit Ope
ch01-git-branch-collaboration-ja.webp,True,228612,ch01-git-branch-collaboration-ja-en.webp,False,ch01-git-branch-collaboration-ja.webp,True,localized_variant,"J. TD SIR TARADRS MHS S on DIVF EET. SBAOUREDUENS, VE1-CAMMeBUTREKLMREEDET. | @ commit (asyh) —> RON ----> LEa-o%n =---> MORN (push / pull) SS aes a en _ en HAIL (REOPC) ° main J5YF (RELRAERISYF) ie Tai >) RAEMETS (RAT—N— anenars| Gan) @—_@"
ch01-git-daily-loop-en.webp,True,154308,ch01-git-daily-loop-en.webp,True,ch01-git-daily-loop-en-ja.webp,False,localized_variant,"it’ ily Minimal L ane, Git’s Daily Minimal Loop build features A simple cycle you repeat every day @_ Worktree / Working Directory You edit files here O status es Vv hello.py feature.js style.css notes.txt am y - i 6) log -> review history "
ch01-git-daily-loop-ja.webp,True,235008,ch01-git-daily-loop-ja-en.webp,False,ch01-git-daily-loop-ja.webp,True,localized_variant,"H i — | =) GitOB Rm)VL—-7 GRITS € WS< BECKSENC. BESENUVICRO s ] IRS ER ENCE RBEAT-IA HRA TERE FEHR & HEEB | —» — Sy > — —| ? i=, =|5s t - status diff add commit log A H REOLED REASEHL< AS yMcROSEBE RF-IOWSE =|: BAROMAEHEBLT Hl RF-JORBE RB B"
ch01-git-merge-conflict-resolution-en.webp,True,245002,ch01-git-merge-conflict-resolution-en.webp,True,ch01-git-merge-conflict-resolution-en-ja.webp,False,localized_variant,"Merge Conflict Repair A conflict asks you to combine two edits, not guess. alice/update-model bob/update-model Two branches Both changed the same file. src/model.py class SimpleCNN(nn.Module): def __init__(self): Same line super().__init__("
ch01-git-merge-conflict-resolution-ja.webp,True,318536,ch01-git-merge-conflict-resolution-ja-en.webp,False,ch01-git-merge-conflict-resolution-ja.webp,True,localized_variant,"Merge conflict DBELA conflict lt, 20DDMRZAMDKATSAR, main =] 7S 272® branch Ae ey ACi@e ae tS oS SS FU fileB. | alice/update-model bob/update-model | Git SHHCTEXEUW, B) src/model.py EB) src/model.py a import torch.nn as nn 1 import torch.nn "
ch01-git-remote-sync-en.webp,True,204302,ch01-git-remote-sync-en.webp,True,ch01-git-remote-sync-en-ja.webp,False,localized_variant,"Git Remote Repository Synchronization Keep your code safe, in sync, and share it with others. 1) Your Local Computer 2) Remote Repository (Cloud) 3) Other Computer Your private workspace Central and always available Someone else’s workspace"
ch01-git-remote-sync-ja.webp,True,185872,ch01-git-remote-sync-ja-en.webp,False,ch01-git-remote-sync-ja.webp,True,localized_variant,"~v =v — = 2 O—DILYRYRUVEVE—KURYDRUOMHAOLK<& I-KRORSERBIRAL, HOACKA: KERRI SEOOLMATT eatks . \ oe Owar7 ae iN aa BARR ie ( YE-KURSEY LA Rem! DALE RY 7 4YI-RIKLORESA ) _e BUDPCLOPRI AS ( ' | ® fron 23 Fal \ | R-KIAUFELT > NE ee tHSRICANBS! (5"
ch01-hands-on-debug-map-en.webp,True,218750,ch01-hands-on-debug-map-en.webp,True,ch01-hands-on-debug-map-en-ja.webp,False,localized_variant,"Chapter 1 Debugging Map: Find Where It Breaks First command eee a 0 not found np =» E b >_ @ python --version Note the fix @ No such file pa or directory a = => E , mel pwd + ls Note the fix 3] ModuleNotFoundError = 2 aS ° a > E b ix) iroay"
ch01-hands-on-debug-map-ja.webp,True,212424,ch01-hands-on-debug-map-ja-en.webp,False,ch01-hands-on-debug-map-ja.webp,True,localized_variant,"mz =o f Bim fFRAKITIYA—kVy7 ESF“ ETTCEKITWSA’ SMV TS L5-PRELELE RMRENKLI-AveL-VEHRL, BATSLITVEBATIVUAUIETWELES. 1) command 2) No such file 3] ModuleNotFoundError not found or directory ha a AVERY TIER ODSBW PPAWRTALIEUO Python E9a—IA RODS B"
ch01-hands-on-env-editor-notebook-flow-en.webp,True,224508,ch01-hands-on-env-editor-notebook-flow-en.webp,True,ch01-hands-on-env-editor-notebook-flow-en-ja.webp,False,localized_variant,". . One project, one environment — . Terminal, VS Code, and Jupyter A should all align to the Project folder —— All tools use the = same Python interpreter. > Terminal </> VS Code Runs the command VS Code selects gu the same interpreter $ P"
ch01-hands-on-env-editor-notebook-flow-ja.webp,True,271166,ch01-hands-on-env-editor-notebook-flow-ja-en.webp,False,ch01-hands-on-env-editor-notebook-flow-ja.webp,True,localized_variant,"= w av eral ALATAY IT he. = od iw oy 4—-=FI. VS Code, Jupyter CES DECD 3IOY Ibis. ENENMOPT TU CH, AURHE RABY -—LLACIENS! _—— a FAYIFbOPSE (fil) ———— eats ai-learning. lab Be reports/ FOS TA, (2) requirements.txt ; (=) README.md Le 9-EFI | >"
ch01-hands-on-portfolio-pack-en.webp,True,273278,ch01-hands-on-portfolio-pack-en.webp,True,ch01-hands-on-portfolio-pack-en-ja.webp,False,localized_variant,What Checkable Evidence e & Should Remain After a Completing Chapter 1? “7 EVIDENCE PACKAGE i H README.md H se - i reports/ P| workstation-report.md Project overview and = how to run Human-readable summary report @ References the | reports
ch01-hands-on-portfolio-pack-ja.webp,True,260496,ch01-hands-on-portfolio-pack-ja-en.webp,False,ch01-hands-on-portfolio-pack-ja.webp,True,localized_variant,"= = - oY ahs S HU = = PIBtRar HORI EM CS? Y—IWe ""HOTS, EV CRD SEB. FIOUMMWERT CEC. FUMBEICES ! A leanminglabor Le _ ai-learning-lab 741. @ READMET N Pees ee AMRMEELD, F) | reports/ | EUACSRAE i \ Higgs | t IN 4 OxTstse , a, ' t e README.md "
ch01-hands-on-terminal-git-loop-en.webp,True,240968,ch01-hands-on-terminal-git-loop-en.webp,True,ch01-hands-on-terminal-git-loop-en-ja.webp,False,localized_variant,"The Minimal Execution Loop ———— Terminal, Python, and Git ————— Asimple, repeatable workflow for results you can trust. _] @ > Confirm your current directory -, Current directory ce $ pwd 1 2 /home/user/project Make Sureyogrenn the right fo"
ch01-hands-on-terminal-git-loop-ja.webp,True,292410,ch01-hands-on-terminal-git-loop-ja-en.webp,False,ch01-hands-on-terminal-git-loop-ja.webp,True,localized_variant,= oa = og i 4-5 TIb-Python: Git BNST))-7 Car y = ECSRERT | SAY 62777C-AISBZ49-9770- Og pwd / 1s t Q spas ; REO /home/user/project » = =a) i Fa 7 EHE ae s F README.md src/ reports/ .git/ FECIUSD. RELEBMe ARHSDEHERIS. HERTETUSD + F177! (2) oe
ch01-hands-on-workstation-route-en.webp,True,530194,ch01-hands-on-workstation-route-en.webp,True,ch01-hands-on-workstation-route-en-ja.webp,False,localized_variant,"4 AY v —_ — a — “w y, | =a = 4 ee | from an empty folder toa BS F reproducible AI learning workstation _| c ) open terminal 7 ~ aS = _ : _—_ NVA | [ae Vv | in . ss i tZ = ; \ fe (2) create ai-learning-lab } = =F SO ee =a =—— /’ « | i Pat ai"
ch01-hands-on-workstation-route-ja.webp,True,504178,ch01-hands-on-workstation-route-ja-en.webp,False,ch01-hands-on-workstation-route-ja.webp,True,localized_variant,"= oe —— ; @O 2-s70eRK< <n’, | Jays7b oe ’ Janey 9-SFVERK Merde — \ E ? * F F ) BERLIL— (2) ai-learning-lab £163 | Ted _ "" | | = ] \ . ’ ee / Le a ai-learning-lab { ‘one Z z. WER #Lv Output - . {| ee cae Payerh rans if ‘se. — \ Ss — — — ¥-.-"
ch01-jupyter-kernel-state-en.webp,True,510210,ch01-jupyter-kernel-state-en.webp,True,ch01-jupyter-kernel-state-en-ja.webp,False,localized_variant,"-Jupyter: Cell Order and Kernel State 0 | Cells run in pieces, but variables stay in kernel memory. Cell 1 define variables Shitts Enter OutL J 1] name = ""Ava"" me een ee Kernel name = “Ava ee = memory year = 2024 | variable state Cell 2 vse"
ch01-jupyter-kernel-state-ja.webp,True,653644,ch01-jupyter-kernel-state-ja-en.webp,False,ch01-jupyter-kernel-state-ja.webp,True,localized_variant,"Jupyter : Cell IRR x Kernel AKFE. @ Cell ett RIT CTHSH, RRS Kernel (2F%3, Cell 1 RRELH ea Le yy haaN Kernel Pr Outl a Shift+Enter memory PHL year = 2024 |°"" FE BOR AE neg Cell 2 REED foul) | rine Aiko 2024 Cell 3 HetES ai plot Shifts Enter "
ch01-package-manager-flow-en.webp,True,226442,ch01-package-manager-flow-en.webp,True,ch01-package-manager-flow-en-ja.webp,False,localized_variant,"A Package M is lik OR DEVELOPER | type a command, ac age anager Is | e FOR DEVELOPERS you do the rest! A St f D | | ti | 1) Install Command e Package Manager e Repository 4) Download 5 Install install supertool ff (Main Package a Running. ."
ch01-package-manager-flow-ja.webp,True,232174,ch01-package-manager-flow-ja-en.webp,False,ch01-package-manager-flow-ja.webp,True,localized_variant,"eo) es es YT—SPLVR—-DV—-DLCH Ny F—-IPVR-JP ld, HRSROPPUAZKPOLIBEOTS. RRS Ota YIb9r Pease YAT ACRE ° — fee $ install mytool rel tool ER RERRP ERROR ——————— & \ so v0—Ke ; HERR (5475 URE) ee AFD AYAb—Ih.. Re ee ee A wo we yi = Fy a) j/ _ |, 2"
ch01-python-env-stack-en.webp,True,204832,ch01-python-env-stack-en.webp,True,ch01-python-env-stack-en-ja.webp,False,localized_variant,"° ° ° ° Project, interpreter, virtual environment, Environment Status ° ° ° and dependencies should be aligned Aligned ° . . : ; . All components are in sync. When everything points to the same environment, your Python project runs reliably"
ch01-python-env-stack-ja.webp,True,227680,ch01-python-env-stack-ja-en.webp,False,ch01-python-env-stack-ja.webp,True,localized_variant,"To] — = wh Python Buk cmFRiRetSrSd FOVIIK AYI-TFYUI, REA, RE RRETSAS OAC EI 7FOYLIk Ris tae (TOLL b SR) IDE (il : VS Code) Python 449—-FUY EN 129-79 (interpreter) 2 co ZOHO interpreter Pe & .venv/bin/python @ aiRP J % 488 (Bil : Python 3.11"
ch01-terminal-path-command-map-en.webp,True,244158,ch01-terminal-path-command-map-en.webp,True,ch01-terminal-path-command-map-en-ja.webp,False,localized_variant,"¢ The terminal works in your current directory (cwd). Commands operate on files and folders a oa relative to that location—or anywhere using an absolute path. V, eS <P Dd cwd (current directory) Y DB / (root) o ( y 1) Where = = a v2 home am"
ch01-terminal-path-command-map-ja.webp,True,204332,ch01-terminal-path-command-map-ja-en.webp,False,ch01-terminal-path-command-map-ja.webp,True,localized_variant,as 5 = a —— ort 45 > D-S=TWIRES. RIETFALAIKVYV-HDECTAVYFERTLTCUSMERSCE | FILIRYYY— F—=Fy f So 4 ok fy an (N78 Co O sri onsen [5 projects eee aa B sre Ea demo cf ROFL 7bY ear ues /yratecss/ Sar &(7°8! app. py . (cwd) /projects/demo utils. py
ch01-terminal-pipe-redirection-path-en.webp,True,277074,ch01-terminal-pipe-redirection-path-en.webp,True,ch01-terminal-pipe-redirection-path-en-ja.webp,False,localized_variant,"Read a command line as a route for text, files, and tools. ls -a Pipe | train.py [75 > 1s -a| grep "".py"" utput becomes model.py the next input. README .md notes. txt breioants Filter grep keeps model. py matching lines. Count we we turns te"
